,meta.numFound,meta.start,data.id,data.counter_total_all,data.publication_date,data.author,data.pagecount,data.volume,data.copyright,data.financial_disclosure,data.title
2456,2620,2501,10.1371/journal.pone.0166573,1888,2016-11-30T00:00:00Z,"Jacqueline S Meier,A Nigel Goring-Morris,Natalie D Munro",27,11,"Meier et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","This research was completed as part of a dissertation project supported by a National Science Foundation Dissertation Improvement Grant to JM (Award 1355608, PI-NM) [http://www.nsf.gov/pubs/2014/nsf14566/nsf14566.htm]. Preliminary data collection was funded by the The Irene Levi Sala CARE Foundation (Awarded to NM) [http://prehistory.org.il/?page_id=894]. Fieldwork of JM was supported by the University of Connecticut Department of Anthropology Summer Research Fellowships. Analysis and writing was made possible by the University of Connecticut Department of Anthropology Dissertation Writing Fellowship. Investigations at Kfar HaHoresh have been supported by generous grants (to ANG-M) from the Israel Science Foundation funded by the Israel Academy of Sciences and Humanities (Grants 840/01, 558/04, 755/07, and 1161/10) [http://www.academy.ac.il/english.htm], The National Geographic Society (Grant 8625/09) [http://www.nationalgeographic.com/explorers/be-an-explorer/] and The Irene Levi Sala CARE Foundation (grant to ANG-M).","Provisioning the Ritual Neolithic Site of Kfar HaHoresh, Israel at the Dawn of Animal Management"
274,2620,2501,10.1371/journal.pone.0166988,2565,2016-12-01T00:00:00Z,"Ilias Kappas,Spiros Vittas,Chrysoula N Pantzartzi,Elena Drosopoulou,Zacharias G Scouras",16,11,"Kappas et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",The authors received no specific funding for this work.,A Time-Calibrated Mitogenome Phylogeny of Catfish (Teleostei: Siluriformes)
1079,2620,2501,10.1371/journal.pone.0166292,1176,2016-12-01T00:00:00Z,"Silvia Perea,Jasna Vukic,Radek Šanda,Ignacio Doadrio",26,11,"Perea et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","This study was financially sponsored by the Spanish Ministry of Economy and Competitiveness (project CGL2013-41375-P) to ID and SP, the Czech Science Foundation (project GA15-19382S) to JV and RS, and by the SYNTHESYS Programme project ES-TAF-5255 at the Museo Nacional de Ciencias Naturales (CSIC), financed by European Community Research Infrastructure Action under the FP7 ""Capacities"" Programme to RS.","Ancient Mitochondrial Capture as Factor Promoting Mitonuclear Discordance in Freshwater Fishes: A Case Study in the Genus Squalius (Actinopterygii, Cyprinidae) in Greece"
2316,2620,2501,10.1371/journal.pone.0166765,7127,2016-12-07T00:00:00Z,"Rodrigo García-Morales,Claudia E Moreno,Ernesto I Badano,Iriana Zuria,Jorge Galindo-González,Alberto E Rojas-Martínez,Eva S Ávila-Gómez",16,11,"García-Morales et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","RGM is grateful to CONACYT for the doctoral studies scholarship (270780). This study was funded by FOMIX CONACYT, project No. 191908 “Diversidad Biológica del Estado de Hidalgo (tercera etapa)”, and SEP-CONACYT Basic Science project No. 222632, “Evaluación de la diversidad de especies mediante el análisis e integración de elementos ecológicos, funcionales y evolutivos”, awarded to CEM. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Deforestation Impacts on Bat Functional Diversity in Tropical Landscapes
1103,2620,2501,10.1371/journal.pone.0167244,2094,2016-12-09T00:00:00Z,"Antoine Muller,Chris Clarkson",23,11,"Muller, Clarkson This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",The authors received no specific funding for this work.,Identifying Major Transitions in the Evolution of Lithic Cutting Edge Production Rates
1779,2620,2501,10.1371/journal.pone.0167788,1581,2016-12-09T00:00:00Z,"Kyohei Kuroda,Masaru K Nobu,Ran Mei,Takashi Narihiro,Benjamin T W Bocher,Takashi Yamaguchi,Wen-Tso Liu",14,11,"Kuroda et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","This work was supported by a grant from Energy Bioscience Institute at UIUC. Petrochemicals Technology, BP America provided support in the form of salaries for author BTWB, but did not have any additional role in the study design, data collection and analysis, decision to publish, or preparation of the manuscript. The specific role of this author is articulated in the ‘author contributions’ section.",A Single-Granule-Level Approach Reveals Ecological Heterogeneity in an Upflow Anaerobic Sludge Blanket Reactor
2010,2620,2501,10.1371/journal.pone.0168016,1664,2016-12-09T00:00:00Z,"Samuel Hong,Albert Rovira,Peter Davies,Christina Ahlstrom,Petra Muellner,Aaron Rendahl,Karen Olsen,Jeff B Bender,Scott Wells,Andres Perez,Julio Alvarez",20,11,"Hong et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","This work was supported by Global Food Venture MNDrive initiative (https://mndrive.umn.edu/food/projects) JA. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Serotypes and Antimicrobial Resistance in Salmonella enterica Recovered from Clinical Samples from Cattle and Swine in Minnesota, 2006 to 2015"
522,2620,2501,10.1371/journal.pone.0168042,8135,2016-12-12T00:00:00Z,"Yuxuan Gong,Li Li,Decai Gong,Hao Yin,Juzhong Zhang",9,11,"Gong et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",The author(s) received no specific funding for this work.,"Biomolecular Evidence of Silk from 8,500 Years Ago"
1597,2620,2501,10.1371/journal.pone.0168012,1002,2016-12-12T00:00:00Z,"Anders Högberg,Marlize Lombard",32,11,"Högberg, Lombard This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",The research of Högberg and Lombard is funded by an African Origins Platform Grant awarded to Lombard by the National Research Foundation of South Africa. http://www.nrf.ac.za. The research of Högberg is also funded by the Swedish Research Council (Dnr 721–2014–2100) http://www.vr.se.,Still Bay Point-Production Strategies at Hollow Rock Shelter and Umhlatuzana Rock Shelter and Knowledge-Transfer Systems in Southern Africa at about 80-70 Thousand Years Ago
413,2620,2501,10.1371/journal.pone.0167301,1922,2016-12-14T00:00:00Z,"Christine Strullu-Derrien,Tomasz Goral,Joyce E Longcore,Jørgen Olesen,Paul Kenrick,Gregory D Edgecombe",14,11,"Strullu-Derrien et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",This work was supported by a Marie Curie Intra-European Fellowship for Career Development (SYMBIONTS GA–2011–298735) and a FP7 SYNTHESYS grant (NL-TAF 3245) of the European Commission to C.S.-D for data collection and analysis.,A New Chytridiomycete Fungus Intermixed with Crustacean Resting Eggs in a 407-Million-Year-Old Continental Freshwater Environment
770,2620,2501,10.1371/journal.pone.0167284,4700,2016-12-14T00:00:00Z,"Amanda R Falk,Thomas G Kaye,Zhonghe Zhou,David A Burnham",15,11,"Falk et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","ARF was funded in part by a Fulbright Grant from the U.S. State Department, a Panorama small grant from the University of Kansas Natural History Museum and Biodiversity Institute, and the University of Kansas Department of Geology. Z. Zhou was supported by the National Basic Research Program of China (973 Program; 2012CB821906), the National Natural Science Foundation of China. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Laser Fluorescence Illuminates the Soft Tissue and Life Habits of the Early Cretaceous Bird Confuciusornis
2392,2620,2501,10.1371/journal.pone.0168236,1595,2016-12-14T00:00:00Z,"Salvatore Casarrubia,Sara Sapienza,Héma Fritz,Stefania Daghino,Maaria Rosenkranz,Jörg-Peter Schnitzler,Francis Martin,Silvia Perotto,Elena Martino",23,11,"Casarrubia et al This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","S.C. was supported by a PhD fellowship from the Italian MIUR. The authors acknowledge financial support from local funding of the University of Turin and from the Laboratory of Excellence ARBRE (ANR-11-LABX-0002-01). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.",Ecologically Different Fungi Affect Arabidopsis Development: Contribution of Soluble and Volatile Compounds
